contig	orf	taxonomy	erfc	orf_taxonomy	refseq_product	refseq_evalue	refseq_bitscore
k81_2332	k81_2332_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.5599458008536309	Prevotella copri	hypothetical protein	5.4e-196	691.8
k81_3404	k81_3404_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	single-stranded DNA-binding protein	9.2e-54	217.2
k81_2339	k81_2339_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	3.4e-32	144.8
k81_1307	k81_1307_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	deaminase	1.4e-74	286.6
k81_1307	k81_1307_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	root	hypothetical protein	NA	NA
k81_3169	k81_3169_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	Bacteroides ovatus	SusC/RagA family TonB-linked outer membrane protein	3.0e-83	315.5
k81_3654	k81_3654_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	MFS transporter	3.5e-28	131.3
k81_3654	k81_3654_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	galactokinase	5.1e-101	374.8
k81_3224	k81_3224_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	hypothetical protein, partial	4.3e-43	181.8
k81_117	k81_117_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	ATPase AAA	2.6e-172	612.5
k81_9210	k81_9210_1		1.0	root	hypothetical protein	NA	NA
k81_2989	k81_2989_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Bacteroides cellulosilyticus	hypothetical protein	1.1e-111	411.0
k81_2989	k81_2989_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Prevotella baroniae	glycerophosphodiester phosphodiesterase	2.1e-131	476.5
k81_2989	k81_2989_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Prevotella salivae	MFS transporter	3.4e-215	755.4
k81_3480	k81_3480_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: primosomal protein	4.3e-82	311.6
k81_3138	k81_3138_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	NTPase, partial	2.1e-238	832.4
k81_1396	k81_1396_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	1.1e-86	327.0
k81_9358	k81_9358_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	root	hypothetical protein	NA	NA
k81_9358	k81_9358_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: hypothetical protein	3.5e-51	208.4
k81_1419	k81_1419_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bergensis	0.09589096714246548	Prevotella bergensis	glycoside hydrolase	4.9e-54	218.4
k81_1419	k81_1419_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bergensis	0.09589096714246548	Prevotella bergensis	hypothetical protein	4.7e-81	308.5
k81_139	k81_139_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: polysaccharide lyase	3.2e-46	191.8
k81_4550	k81_4550_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	phosphotransferase	9.1e-46	190.3
k81_4550	k81_4550_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	9.9e-32	143.3
k81_9566	k81_9566_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.09589096714246548	Bacteroides	MULTISPECIES: transposase	2.0e-120	439.5
k81_9566	k81_9566_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.09589096714246548	Bacteroides	MULTISPECIES: ABC transporter permease	2.1e-31	142.1
k81_473	k81_473_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.5599458008536309	Bacteroides dorei	hypothetical protein	7.5e-115	421.0
k81_473	k81_473_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.5599458008536309	Bacteroidales	MULTISPECIES: hypothetical protein	4.5e-39	167.9
k81_473	k81_473_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.5599458008536309	Bacteroidales	MULTISPECIES: hypothetical protein	1.3e-113	416.8
k81_10224	k81_10224_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	5.0e-190	671.4
k81_10224	k81_10224_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_6913	k81_6913_1		1.0	root	hypothetical protein	NA	NA
k81_5733	k81_5733_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	cytochrome c4	2.0e-88	332.8
k81_4562	k81_4562_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	DNA topoisomerase III	1.6e-35	156.0
k81_4562	k81_4562_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	membrane protein	6.5e-60	237.7
k81_1780	k81_1780_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	thymidylate synthase	9.7e-37	160.2
k81_1780	k81_1780_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	root	hypothetical protein	NA	NA
k81_7979	k81_7979_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	DNA topoisomerase I	1.5e-183	649.8
k81_7851	k81_7851_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	transporter	7.3e-43	180.6
k81_7851	k81_7851_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hemolysin D	3.3e-77	295.4
k81_4773	k81_4773_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	alpha-N-arabinofuranosidase	1.7e-72	279.6
k81_3187	k81_3187_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: conjugative transposon protein TraM	7.9e-79	300.8
k81_6361	k81_6361_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: hypothetical protein	3.1e-77	295.4
k81_2695	k81_2695_3		1.0	root	hypothetical protein	NA	NA
k81_221	k81_221_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1	Prevotella bryantii	hypothetical protein	4.6e-22	111.7
k81_221	k81_221_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1	root	hypothetical protein	NA	NA
k81_3562	k81_3562_1		1.0	root	hypothetical protein	NA	NA
k81_2252	k81_2252_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. P4-76	1	Prevotella sp. P4-76	alkaline phosphatase family protein	7.0e-54	218.0
k81_3043	k81_3043_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	phosphohydrolase	5.2e-113	414.8
k81_3043	k81_3043_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_8776	k81_8776_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	hypothetical protein	1.1e-50	206.8
k81_5864	k81_5864_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	4.8e-85	321.6
k81_5864	k81_5864_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	4.1e-56	224.9
k81_5864	k81_5864_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA
k81_9079	k81_9079_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	1.9e-150	539.7
k81_2272	k81_2272_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	glycoside hydrolase	0.0e+00	1492.6
k81_6569	k81_6569_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	1	Bacteroides sp. 1_1_30	hypothetical protein	2.1e-72	279.3
k81_1467	k81_1467_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oryzae	1	root	hypothetical protein	NA	NA
k81_1467	k81_1467_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oryzae	1	Prevotella oryzae	glycosyl hydrolase	1.6e-100	373.6
k81_10039	k81_10039_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola	1	Bacteroides coprocola	hypothetical protein	1.7e-47	196.8
k81_9702	k81_9702_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;s__Bacteroidales bacterium KA00344	1	Bacteroidales bacterium KA00344	conjugal transfer protein TraG	2.7e-171	609.0
k81_9815	k81_9815_1		1.0	root	hypothetical protein	NA	NA
k81_6497	k81_6497_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: hypothetical protein	4.0e-69	268.5
k81_7850	k81_7850_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	8.9e-96	357.5
k81_10174	k81_10174_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	alginate biosynthesis protein	2.0e-202	712.6
k81_10174	k81_10174_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	1.4e-90	340.1
k81_3806	k81_3806_2		1.0	root	hypothetical protein	NA	NA
k81_970	k81_970_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	lipoprotein	3.0e-61	242.3
k81_8835	k81_8835_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: iron ABC transporter substrate-binding protein	1.5e-70	273.1
k81_6907	k81_6907_1		1.0	root	hypothetical protein	NA	NA
k81_6907	k81_6907_2		1.0	root	hypothetical protein	NA	NA
k81_145	k81_145_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: conjugal transfer protein TraG	2.4e-53	215.7
k81_145	k81_145_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	root	hypothetical protein	NA	NA
k81_7838	k81_7838_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	putative integration host factor IHF alpha subunit	3.7e-74	285.4
k81_6245	k81_6245_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	DNA polymerase III subunit alpha	1.6e-76	293.1
k81_3468	k81_3468_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	MBL fold hydrolase	2.2e-105	389.4
k81_3197	k81_3197_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	hypothetical protein, partial	8.5e-113	414.1
k81_2823	k81_2823_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	sodium-dependent transporter	1.1e-141	510.4
k81_8770	k81_8770_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	Bacteroides ovatus	CfxA family class A broad-spectrum beta-lactamase	2.5e-175	622.5
k81_9472	k81_9472_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccae	1	Prevotella buccae	glycosyl hydrolase family 88	9.0e-98	364.4
k81_6	k81_6_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	1	Bacteroides oleiciplenus	hypothetical protein	7.7e-95	354.8
k81_9713	k81_9713_1		1.0	root	hypothetical protein	NA	NA
k81_7904	k81_7904_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	RNA polymerase sigma-43 factor	6.0e-103	381.3
k81_7904	k81_7904_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	AraC family transcriptional regulator	2.3e-72	279.3
k81_7904	k81_7904_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	sulfatase	0.0e+00	1266.1
k81_7904	k81_7904_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	root	hypothetical protein	NA	NA
k81_8532	k81_8532_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.16503796424971728	Prevotella copri	aspartate aminotransferase	1.8e-33	149.1
k81_8532	k81_8532_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.16503796424971728	Prevotella copri	hypothetical protein	9.5e-86	323.9
k81_8532	k81_8532_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.16503796424971728	Prevotella brevis	YggS family pyridoxal phosphate enzyme	1.1e-100	374.0
k81_8532	k81_8532_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.16503796424971728	Prevotella copri	metalloprotease M6 family	0.0e+00	1086.6
k81_8532	k81_8532_5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.16503796424971728	Prevotella copri	ferredoxin	3.4e-154	552.0
k81_3803	k81_3803_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	serine--tRNA ligase	6.1e-148	531.2
k81_3803	k81_3803_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella	MULTISPECIES: 2-polyprenylphenol hydroxylase	3.3e-142	512.3
k81_987	k81_987_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	RNA polymerase sigma factor RpoD	5.3e-50	204.5
k81_5549	k81_5549_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	2.1e-111	409.5
k81_6554	k81_6554_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	1.8e-57	229.6
k81_2686	k81_2686_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	pseudouridine synthase	6.1e-93	347.8
k81_1786	k81_1786_1		0.09589096714246548	Lactobacillus crispatus	initiator RepB protein, partial	2.3e-136	492.7
k81_1786	k81_1786_2		0.09589096714246548	Bacteria Latreille et al. 1825	MULTISPECIES: hypothetical protein	7.0e-26	123.6
k81_6772	k81_6772_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella buccae	ribonucleoside-triphosphate reductase	2.2e-163	582.8
k81_6772	k81_6772_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	anaerobic ribonucleoside-triphosphate reductase activating protein	3.4e-94	352.1
k81_6772	k81_6772_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	hypothetical protein	4.5e-55	221.5
k81_6772	k81_6772_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	N-acetylmuramoyl-L-alanine amidase	5.1e-178	631.3
k81_6772	k81_6772_5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	root	hypothetical protein	NA	NA
k81_6927	k81_6927_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: ATP synthase subunit alpha	7.8e-59	234.2
k81_7254	k81_7254_2		1.0	root	hypothetical protein	NA	NA
k81_2658	k81_2658_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	Bacteroides ovatus	excisionase	5.2e-48	198.4
k81_6952	k81_6952_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	TrpB-like pyridoxal-phosphate dependent enzyme	1.9e-58	232.6
k81_9102	k81_9102_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	peptidase M13	0.0e+00	1316.6
k81_9102	k81_9102_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	sodium:solute symporter	2.9e-168	599.0
k81_640	k81_640_1		1.0	root	hypothetical protein	NA	NA
k81_2150	k81_2150_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	glycan metabolism protein RagB	1.2e-89	337.0
k81_4986	k81_4986_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	1.8e-122	446.4
k81_4986	k81_4986_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	6,7-dimethyl-8-ribityllumazine synthase	2.0e-85	322.8
k81_5247	k81_5247_1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium sp. GL28	1	Sinorhizobium sp. GL28	hybrid sensor histidine kinase/response regulator	4.3e-74	285.0
k81_9685	k81_9685_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	1	Parabacteroides	MULTISPECIES: hypothetical protein	9.1e-33	146.7
k81_4688	k81_4688_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella enoeca	1	Prevotella enoeca	TonB-dependent receptor	3.9e-274	951.8
k81_4688	k81_4688_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella enoeca	1	root	hypothetical protein	NA	NA
k81_8560	k81_8560_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	thiamine biosynthesis protein ApbE	3.2e-41	175.3
k81_8560	k81_8560_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	hypothetical protein	4.2e-124	451.8
